businessKey,batchId,ai_verification_time,ai_overall_status,testName,ai_meets_specification,hitl_qa_decision,hitl_reviewer_id,hitl_review_time
BATCH-0003-TEST3,BATCH-0003,2026-02-23T04:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0003-TEST4,BATCH-0003,2026-02-23T04:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0004-TEST0,BATCH-0004,2026-03-01T02:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0004-TEST1,BATCH-0004,2026-03-01T02:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0004-TEST2,BATCH-0004,2026-03-01T02:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0004-TEST3,BATCH-0004,2026-03-01T02:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0004-TEST4,BATCH-0004,2026-03-01T02:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0005-TEST0,BATCH-0005,2026-02-28T19:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0005-TEST1,BATCH-0005,2026-02-28T19:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0005-TEST2,BATCH-0005,2026-02-28T19:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0005-TEST3,BATCH-0005,2026-02-28T19:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0005-TEST4,BATCH-0005,2026-02-28T19:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0006-TEST0,BATCH-0006,2026-02-04T05:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0006-TEST1,BATCH-0006,2026-02-04T05:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0006-TEST2,BATCH-0006,2026-02-04T05:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0006-TEST3,BATCH-0006,2026-02-04T05:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0006-TEST4,BATCH-0006,2026-02-04T05:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0007-TEST0,BATCH-0007,2026-02-26T09:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0007-TEST1,BATCH-0007,2026-02-26T09:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0007-TEST2,BATCH-0007,2026-02-26T09:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0007-TEST3,BATCH-0007,2026-02-26T09:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0007-TEST4,BATCH-0007,2026-02-26T09:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0008-TEST0,BATCH-0008,2026-02-03T03:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0008-TEST1,BATCH-0008,2026-02-03T03:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0008-TEST2,BATCH-0008,2026-02-03T03:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0008-TEST3,BATCH-0008,2026-02-03T03:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0008-TEST4,BATCH-0008,2026-02-03T03:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0009-TEST0,BATCH-0009,2026-02-20T12:59:19Z,FAIL,Appearance,Conforms,Pending,,
BATCH-0009-TEST1,BATCH-0009,2026-02-20T12:59:19Z,FAIL,Mycoplasma,Conforms,Pending,,
BATCH-0009-TEST2,BATCH-0009,2026-02-20T12:59:19Z,FAIL,Sterility,Conforms,Pending,,
BATCH-0009-TEST3,BATCH-0009,2026-02-20T12:59:19Z,FAIL,Endotoxin,Conforms,Pending,,
BATCH-0009-TEST4,BATCH-0009,2026-02-20T12:59:19Z,FAIL,Cell Viability Percentage,Does Not Conform,Pending,,
BATCH-0010-TEST0,BATCH-0010,2026-03-03T15:59:19Z,FAIL,Appearance,Conforms,Pending,,
BATCH-0010-TEST1,BATCH-0010,2026-03-03T15:59:19Z,FAIL,Mycoplasma,Conforms,Pending,,
BATCH-0010-TEST2,BATCH-0010,2026-03-03T15:59:19Z,FAIL,Sterility,Does Not Conform,Pending,,
BATCH-0010-TEST3,BATCH-0010,2026-03-03T15:59:19Z,FAIL,Endotoxin,Does Not Conform,Pending,,
BATCH-0010-TEST4,BATCH-0010,2026-03-03T15:59:19Z,FAIL,Cell Viability Percentage,Conforms,Pending,,
BATCH-0011-TEST0,BATCH-0011,2026-02-19T08:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0011-TEST1,BATCH-0011,2026-02-19T08:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0011-TEST2,BATCH-0011,2026-02-19T08:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0011-TEST3,BATCH-0011,2026-02-19T08:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0011-TEST4,BATCH-0011,2026-02-19T08:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0012-TEST0,BATCH-0012,2026-02-05T23:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0012-TEST1,BATCH-0012,2026-02-05T23:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0012-TEST2,BATCH-0012,2026-02-05T23:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0012-TEST3,BATCH-0012,2026-02-05T23:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0012-TEST4,BATCH-0012,2026-02-05T23:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0013-TEST0,BATCH-0013,2026-02-06T17:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0013-TEST1,BATCH-0013,2026-02-06T17:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0013-TEST2,BATCH-0013,2026-02-06T17:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0013-TEST3,BATCH-0013,2026-02-06T17:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0013-TEST4,BATCH-0013,2026-02-06T17:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0014-TEST0,BATCH-0014,2026-02-06T22:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0014-TEST1,BATCH-0014,2026-02-06T22:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0014-TEST2,BATCH-0014,2026-02-06T22:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0014-TEST3,BATCH-0014,2026-02-06T22:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0014-TEST4,BATCH-0014,2026-02-06T22:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0015-TEST0,BATCH-0015,2026-02-09T07:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0015-TEST1,BATCH-0015,2026-02-09T07:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0015-TEST2,BATCH-0015,2026-02-09T07:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0015-TEST3,BATCH-0015,2026-02-09T07:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0015-TEST4,BATCH-0015,2026-02-09T07:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0016-TEST0,BATCH-0016,2026-02-08T06:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0016-TEST1,BATCH-0016,2026-02-08T06:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0016-TEST2,BATCH-0016,2026-02-08T06:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0016-TEST3,BATCH-0016,2026-02-08T06:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0016-TEST4,BATCH-0016,2026-02-08T06:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0017-TEST0,BATCH-0017,2026-03-05T21:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0017-TEST1,BATCH-0017,2026-03-05T21:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0017-TEST2,BATCH-0017,2026-03-05T21:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0017-TEST3,BATCH-0017,2026-03-05T21:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0017-TEST4,BATCH-0017,2026-03-05T21:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0018-TEST0,BATCH-0018,2026-02-25T13:59:19Z,FAIL,Appearance,Does Not Conform,Pending,,
BATCH-0018-TEST1,BATCH-0018,2026-02-25T13:59:19Z,FAIL,Mycoplasma,Does Not Conform,Pending,,
BATCH-0018-TEST2,BATCH-0018,2026-02-25T13:59:19Z,FAIL,Sterility,Conforms,Pending,,
BATCH-0018-TEST3,BATCH-0018,2026-02-25T13:59:19Z,FAIL,Endotoxin,Conforms,Pending,,
BATCH-0018-TEST4,BATCH-0018,2026-02-25T13:59:19Z,FAIL,Cell Viability Percentage,Does Not Conform,Pending,,
BATCH-0019-TEST0,BATCH-0019,2026-02-16T18:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0019-TEST1,BATCH-0019,2026-02-16T18:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0019-TEST2,BATCH-0019,2026-02-16T18:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0019-TEST3,BATCH-0019,2026-02-16T18:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0019-TEST4,BATCH-0019,2026-02-16T18:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0020-TEST0,BATCH-0020,2026-02-17T23:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0020-TEST1,BATCH-0020,2026-02-17T23:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0020-TEST2,BATCH-0020,2026-02-17T23:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0020-TEST3,BATCH-0020,2026-02-17T23:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0020-TEST4,BATCH-0020,2026-02-17T23:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0021-TEST0,BATCH-0021,2026-03-04T21:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0021-TEST1,BATCH-0021,2026-03-04T21:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0021-TEST2,BATCH-0021,2026-03-04T21:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0021-TEST3,BATCH-0021,2026-03-04T21:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0021-TEST4,BATCH-0021,2026-03-04T21:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0022-TEST0,BATCH-0022,2026-02-23T10:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0022-TEST1,BATCH-0022,2026-02-23T10:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0022-TEST2,BATCH-0022,2026-02-23T10:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0022-TEST3,BATCH-0022,2026-02-23T10:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0022-TEST4,BATCH-0022,2026-02-23T10:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0023-TEST0,BATCH-0023,2026-02-20T02:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0023-TEST1,BATCH-0023,2026-02-20T02:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0023-TEST2,BATCH-0023,2026-02-20T02:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0023-TEST3,BATCH-0023,2026-02-20T02:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0023-TEST4,BATCH-0023,2026-02-20T02:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0024-TEST0,BATCH-0024,2026-02-17T21:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0024-TEST1,BATCH-0024,2026-02-17T21:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0024-TEST2,BATCH-0024,2026-02-17T21:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0024-TEST3,BATCH-0024,2026-02-17T21:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0024-TEST4,BATCH-0024,2026-02-17T21:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0025-TEST0,BATCH-0025,2026-02-10T18:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0025-TEST1,BATCH-0025,2026-02-10T18:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0025-TEST2,BATCH-0025,2026-02-10T18:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0025-TEST3,BATCH-0025,2026-02-10T18:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0025-TEST4,BATCH-0025,2026-02-10T18:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0026-TEST0,BATCH-0026,2026-02-25T04:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0026-TEST1,BATCH-0026,2026-02-25T04:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0026-TEST2,BATCH-0026,2026-02-25T04:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0026-TEST3,BATCH-0026,2026-02-25T04:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0026-TEST4,BATCH-0026,2026-02-25T04:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0027-TEST0,BATCH-0027,2026-03-02T20:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0027-TEST1,BATCH-0027,2026-03-02T20:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0027-TEST2,BATCH-0027,2026-03-02T20:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0027-TEST3,BATCH-0027,2026-03-02T20:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0027-TEST4,BATCH-0027,2026-03-02T20:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0028-TEST0,BATCH-0028,2026-02-03T19:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0028-TEST1,BATCH-0028,2026-02-03T19:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0028-TEST2,BATCH-0028,2026-02-03T19:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0028-TEST3,BATCH-0028,2026-02-03T19:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0028-TEST4,BATCH-0028,2026-02-03T19:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0029-TEST0,BATCH-0029,2026-02-11T10:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0029-TEST1,BATCH-0029,2026-02-11T10:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0029-TEST2,BATCH-0029,2026-02-11T10:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0029-TEST3,BATCH-0029,2026-02-11T10:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0029-TEST4,BATCH-0029,2026-02-11T10:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0030-TEST0,BATCH-0030,2026-02-27T05:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0030-TEST1,BATCH-0030,2026-02-27T05:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0030-TEST2,BATCH-0030,2026-02-27T05:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0030-TEST3,BATCH-0030,2026-02-27T05:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0030-TEST4,BATCH-0030,2026-02-27T05:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0031-TEST0,BATCH-0031,2026-02-23T19:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0031-TEST1,BATCH-0031,2026-02-23T19:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0031-TEST2,BATCH-0031,2026-02-23T19:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0031-TEST3,BATCH-0031,2026-02-23T19:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0031-TEST4,BATCH-0031,2026-02-23T19:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0032-TEST0,BATCH-0032,2026-02-22T13:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0032-TEST1,BATCH-0032,2026-02-22T13:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0032-TEST2,BATCH-0032,2026-02-22T13:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0032-TEST3,BATCH-0032,2026-02-22T13:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0032-TEST4,BATCH-0032,2026-02-22T13:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0033-TEST0,BATCH-0033,2026-02-09T21:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0033-TEST1,BATCH-0033,2026-02-09T21:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0033-TEST2,BATCH-0033,2026-02-09T21:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0033-TEST3,BATCH-0033,2026-02-09T21:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0033-TEST4,BATCH-0033,2026-02-09T21:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0034-TEST0,BATCH-0034,2026-02-18T03:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0034-TEST1,BATCH-0034,2026-02-18T03:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0034-TEST2,BATCH-0034,2026-02-18T03:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0034-TEST3,BATCH-0034,2026-02-18T03:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0034-TEST4,BATCH-0034,2026-02-18T03:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0035-TEST0,BATCH-0035,2026-02-04T17:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0035-TEST1,BATCH-0035,2026-02-04T17:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0035-TEST2,BATCH-0035,2026-02-04T17:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0035-TEST3,BATCH-0035,2026-02-04T17:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0035-TEST4,BATCH-0035,2026-02-04T17:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0036-TEST0,BATCH-0036,2026-02-24T14:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0036-TEST1,BATCH-0036,2026-02-24T14:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0036-TEST2,BATCH-0036,2026-02-24T14:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0036-TEST3,BATCH-0036,2026-02-24T14:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0036-TEST4,BATCH-0036,2026-02-24T14:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0037-TEST0,BATCH-0037,2026-02-17T18:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0037-TEST1,BATCH-0037,2026-02-17T18:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0037-TEST2,BATCH-0037,2026-02-17T18:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0037-TEST3,BATCH-0037,2026-02-17T18:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0037-TEST4,BATCH-0037,2026-02-17T18:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0038-TEST0,BATCH-0038,2026-02-23T06:59:19Z,FAIL,Appearance,Conforms,Pending,,
BATCH-0038-TEST1,BATCH-0038,2026-02-23T06:59:19Z,FAIL,Mycoplasma,Conforms,Pending,,
BATCH-0038-TEST2,BATCH-0038,2026-02-23T06:59:19Z,FAIL,Sterility,Does Not Conform,Pending,,
BATCH-0038-TEST3,BATCH-0038,2026-02-23T06:59:19Z,FAIL,Endotoxin,Conforms,Pending,,
BATCH-0038-TEST4,BATCH-0038,2026-02-23T06:59:19Z,FAIL,Cell Viability Percentage,Conforms,Pending,,
BATCH-0039-TEST0,BATCH-0039,2026-03-05T00:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0039-TEST1,BATCH-0039,2026-03-05T00:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0039-TEST2,BATCH-0039,2026-03-05T00:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0039-TEST3,BATCH-0039,2026-03-05T00:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0039-TEST4,BATCH-0039,2026-03-05T00:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0040-TEST0,BATCH-0040,2026-02-22T02:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0040-TEST1,BATCH-0040,2026-02-22T02:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0040-TEST2,BATCH-0040,2026-02-22T02:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0040-TEST3,BATCH-0040,2026-02-22T02:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0040-TEST4,BATCH-0040,2026-02-22T02:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0041-TEST0,BATCH-0041,2026-02-13T10:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0041-TEST1,BATCH-0041,2026-02-13T10:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0041-TEST2,BATCH-0041,2026-02-13T10:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0041-TEST3,BATCH-0041,2026-02-13T10:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0041-TEST4,BATCH-0041,2026-02-13T10:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0042-TEST0,BATCH-0042,2026-02-14T20:59:19Z,FAIL,Appearance,Conforms,Pending,,
BATCH-0042-TEST1,BATCH-0042,2026-02-14T20:59:19Z,FAIL,Mycoplasma,Does Not Conform,Pending,,
BATCH-0042-TEST2,BATCH-0042,2026-02-14T20:59:19Z,FAIL,Sterility,Does Not Conform,Pending,,
BATCH-0042-TEST3,BATCH-0042,2026-02-14T20:59:19Z,FAIL,Endotoxin,Does Not Conform,Pending,,
BATCH-0042-TEST4,BATCH-0042,2026-02-14T20:59:19Z,FAIL,Cell Viability Percentage,Does Not Conform,Pending,,
BATCH-0043-TEST0,BATCH-0043,2026-02-07T21:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0043-TEST1,BATCH-0043,2026-02-07T21:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0043-TEST2,BATCH-0043,2026-02-07T21:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0043-TEST3,BATCH-0043,2026-02-07T21:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0043-TEST4,BATCH-0043,2026-02-07T21:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0044-TEST0,BATCH-0044,2026-02-13T02:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0044-TEST1,BATCH-0044,2026-02-13T02:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0044-TEST2,BATCH-0044,2026-02-13T02:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0044-TEST3,BATCH-0044,2026-02-13T02:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0044-TEST4,BATCH-0044,2026-02-13T02:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0045-TEST0,BATCH-0045,2026-02-28T15:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0045-TEST1,BATCH-0045,2026-02-28T15:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0045-TEST2,BATCH-0045,2026-02-28T15:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0045-TEST3,BATCH-0045,2026-02-28T15:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0045-TEST4,BATCH-0045,2026-02-28T15:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0046-TEST0,BATCH-0046,2026-02-26T14:59:19Z,PASS,Appearance,Conforms,Pending,,
BATCH-0046-TEST1,BATCH-0046,2026-02-26T14:59:19Z,PASS,Mycoplasma,Conforms,Pending,,
BATCH-0046-TEST2,BATCH-0046,2026-02-26T14:59:19Z,PASS,Sterility,Conforms,Pending,,
BATCH-0046-TEST3,BATCH-0046,2026-02-26T14:59:19Z,PASS,Endotoxin,Conforms,Pending,,
BATCH-0046-TEST4,BATCH-0046,2026-02-26T14:59:19Z,PASS,Cell Viability Percentage,Conforms,Pending,,
BATCH-0047-TEST0,BATCH-0047,2026-02-22T10:59:19Z,FAIL,Appearance,Conforms,Pending,,
BATCH-0047-TEST1,BATCH-0047,2026-02-22T10:59:19Z,FAIL,Mycoplasma,Does Not Conform,Pending,,
