businessKey,batchId,ai_verification_time,ai_overall_status,testName,ai_meets_specification,hitl_qa_decision,hitl_reviewer_id,hitl_review_time
ADH8115-TEST1,ADH8115,2026-01-26 20:20:43+00:00,PASS,Mycoplasma,Conforms,Pending,UNKNOWN,
ADH8115-TEST2,ADH8115,2026-01-26 20:20:43+00:00,PASS,Sterility,Conforms,Pending,UNKNOWN,
ACY5243-TEST2,ACY5243,2026-01-26 20:20:43+00:00,PASS,Sterility,Conforms,Pending,UNKNOWN,
ACZ8941-TEST3,ACZ8941,2026-01-26 21:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-01T01:07:24.256Z
ACZ8941-TEST0,ACZ8941,2026-01-26 21:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-01T01:07:24.256Z
ACZ8941-TEST1,ACZ8941,2026-01-26 21:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-01T01:07:24.256Z
ACZ8941-TEST2,ACZ8941,2026-01-26 21:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-01T01:07:24.256Z
ACZ8941-TEST4,ACZ8941,2026-01-26 21:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-01T01:07:24.256Z
ADJ6778-TEST0,ADJ6778,2026-01-26 21:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-02T19:30:09.834Z
ADD6583-TEST3,ADD6583,2026-01-26 21:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-28T02:34:08.858Z
ACZ8584-TEST0,ACZ8584,2026-01-26 21:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-01T01:37:37.084Z
ACZ8584-TEST1,ACZ8584,2026-01-26 21:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-01T01:37:37.084Z
ACZ8584-TEST2,ACZ8584,2026-01-26 21:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-01T01:37:37.084Z
ACZ8584-TEST3,ACZ8584,2026-01-26 21:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-01T01:37:37.084Z
ADD6583-TEST4,ADD6583,2026-01-26 21:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-28T02:34:08.858Z
ADD6583-TEST1,ADD6583,2026-01-26 21:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-28T02:34:08.858Z
ADD6583-TEST0,ADD6583,2026-01-26 21:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-28T02:34:08.858Z
ACZ8584-TEST4,ACZ8584,2026-01-26 21:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-01T01:37:37.084Z
ADD6583-TEST2,ADD6583,2026-01-26 21:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-28T02:34:08.858Z
ADJ6778-TEST1,ADJ6778,2026-01-26 21:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-02T19:30:09.834Z
ADJ6778-TEST2,ADJ6778,2026-01-26 21:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-02T19:30:09.834Z
ADJ6778-TEST3,ADJ6778,2026-01-26 21:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-02T19:30:09.834Z
ADJ6778-TEST4,ADJ6778,2026-01-26 21:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-02T19:30:09.834Z
ADF2329-TEST3,ADF2329,2026-01-26 22:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-27T20:34:04.321Z
ADF2329-TEST2,ADF2329,2026-01-26 22:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-27T20:34:04.321Z
ADF2329-TEST1,ADF2329,2026-01-26 22:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-27T20:34:04.321Z
ADF2329-TEST0,ADF2329,2026-01-26 22:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-27T20:34:04.321Z
ADJ4807-TEST2,ADJ4807,2026-01-26 22:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-17T21:32:10.515Z
ADJ4807-TEST3,ADJ4807,2026-01-26 22:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-17T21:32:10.515Z
ADJ4807-TEST4,ADJ4807,2026-01-26 22:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-17T21:32:10.515Z
ADJ4807-TEST0,ADJ4807,2026-01-26 22:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-17T21:32:10.515Z
ADF2329-TEST4,ADF2329,2026-01-26 22:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-27T20:34:04.321Z
ADJ4807-TEST1,ADJ4807,2026-01-26 22:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-17T21:32:10.515Z
ADD3055-TEST1,ADD3055,2026-01-26 23:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-28T04:36:05.623Z
ADD3055-TEST4,ADD3055,2026-01-26 23:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-28T04:36:05.623Z
ADD3055-TEST3,ADD3055,2026-01-26 23:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-28T04:36:05.623Z
ADD3055-TEST0,ADD3055,2026-01-26 23:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-28T04:36:05.623Z
ADG1113-TEST3,ADG1113,2026-01-26 23:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-27T10:56:46.751Z
ADD3055-TEST2,ADD3055,2026-01-26 23:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-28T04:36:05.623Z
ADG1113-TEST2,ADG1113,2026-01-26 23:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-27T10:56:46.751Z
ADG1113-TEST1,ADG1113,2026-01-26 23:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-27T10:56:46.751Z
ADG1113-TEST0,ADG1113,2026-01-26 23:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-27T10:56:46.751Z
ADG1113-TEST4,ADG1113,2026-01-26 23:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-27T10:56:46.751Z
ADD5256-TEST0,ADD5256,2026-01-27 00:20:43+00:00,PASS,Appearance,Conforms,Approved,USER-251.0,2026-02-13T07:43:03.428Z
ADD5256-TEST1,ADD5256,2026-01-27 00:20:43+00:00,PASS,Mycoplasma,Conforms,Approved,USER-251.0,2026-02-13T07:43:03.428Z
ADD5256-TEST2,ADD5256,2026-01-27 00:20:43+00:00,PASS,Sterility,Conforms,Approved,USER-251.0,2026-02-13T07:43:03.428Z
ADD5256-TEST3,ADD5256,2026-01-27 00:20:43+00:00,PASS,Endotoxin,Conforms,Approved,USER-251.0,2026-02-13T07:43:03.428Z
ADD5256-TEST4,ADD5256,2026-01-27 00:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Approved,USER-251.0,2026-02-13T07:43:03.428Z
ADK0687-TEST4,ADK0687,2026-01-27 01:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-03T15:03:35.254Z
ADK0687-TEST3,ADK0687,2026-01-27 01:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-03T15:03:35.254Z
ADK0687-TEST1,ADK0687,2026-01-27 01:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-03T15:03:35.254Z
ADK0687-TEST0,ADK0687,2026-01-27 01:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-03T15:03:35.254Z
ADK0687-TEST2,ADK0687,2026-01-27 01:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-03T15:03:35.254Z
ACZ2069-TEST4,ACZ2069,2026-01-27 02:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-13T07:32:52.489Z
ADE9051-TEST0,ADE9051,2026-01-27 02:20:43+00:00,FAIL,Appearance,Conforms,Reprocess,USER-251.0,2026-02-27T21:33:36.292Z
ADE9051-TEST1,ADE9051,2026-01-27 02:20:43+00:00,FAIL,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-27T21:33:36.292Z
ADE9051-TEST2,ADE9051,2026-01-27 02:20:43+00:00,FAIL,Sterility,Does Not Conform,Reprocess,USER-251.0,2026-02-27T21:33:36.292Z
ADE9051-TEST3,ADE9051,2026-01-27 02:20:43+00:00,FAIL,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-27T21:33:36.292Z
ACZ2069-TEST0,ACZ2069,2026-01-27 02:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-13T07:32:52.489Z
ACX7463-TEST0,ACX7463,2026-01-27 02:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-01T15:05:39.446Z
ADE9051-TEST4,ADE9051,2026-01-27 02:20:43+00:00,FAIL,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-27T21:33:36.292Z
ACX7463-TEST2,ACX7463,2026-01-27 02:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-01T15:05:39.446Z
ACX7463-TEST3,ACX7463,2026-01-27 02:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-01T15:05:39.446Z
ACX7463-TEST4,ACX7463,2026-01-27 02:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-01T15:05:39.446Z
ACZ2069-TEST2,ACZ2069,2026-01-27 02:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-13T07:32:52.489Z
ACZ2069-TEST3,ACZ2069,2026-01-27 02:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-13T07:32:52.489Z
ACX7463-TEST1,ACX7463,2026-01-27 02:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-01T15:05:39.446Z
ACZ2069-TEST1,ACZ2069,2026-01-27 02:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-13T07:32:52.489Z
ADD0585-TEST0,ADD0585,2026-01-27 03:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-02T06:14:06.640Z
ADD0585-TEST4,ADD0585,2026-01-27 03:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-02T06:14:06.640Z
ADD0585-TEST3,ADD0585,2026-01-27 03:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-02T06:14:06.640Z
ADD0585-TEST1,ADD0585,2026-01-27 03:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-02T06:14:06.640Z
ADD0585-TEST2,ADD0585,2026-01-27 03:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-02T06:14:06.640Z
ACZ2955-TEST1,ACZ2955,2026-01-27 04:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-01T05:40:41.538Z
ACZ2955-TEST2,ACZ2955,2026-01-27 04:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-01T05:40:41.538Z
ACZ2955-TEST3,ACZ2955,2026-01-27 04:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-01T05:40:41.538Z
ACZ2955-TEST4,ACZ2955,2026-01-27 04:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-01T05:40:41.538Z
ACZ2955-TEST0,ACZ2955,2026-01-27 04:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-01T05:40:41.538Z
ADF5869-TEST0,ADF5869,2026-01-27 06:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-27T19:34:05.325Z
ADF5869-TEST1,ADF5869,2026-01-27 06:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-27T19:34:05.325Z
ADF5869-TEST3,ADF5869,2026-01-27 06:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-27T19:34:05.325Z
ADF5869-TEST2,ADF5869,2026-01-27 06:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-27T19:34:05.325Z
ADF5869-TEST4,ADF5869,2026-01-27 06:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-27T19:34:05.325Z
ADG7596-TEST2,ADG7596,2026-01-27 08:20:43+00:00,PASS,Sterility,Conforms,Pending,UNKNOWN,
ADK1727-TEST0,ADK1727,2026-01-27 08:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-03T15:11:03.247Z
ADG7596-TEST3,ADG7596,2026-01-27 08:20:43+00:00,PASS,Endotoxin,Conforms,Pending,UNKNOWN,
ADG7596-TEST4,ADG7596,2026-01-27 08:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Pending,UNKNOWN,
ADK1727-TEST3,ADK1727,2026-01-27 08:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-03T15:11:03.247Z
ADK1727-TEST2,ADK1727,2026-01-27 08:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-03T15:11:03.247Z
ADG7596-TEST1,ADG7596,2026-01-27 08:20:43+00:00,PASS,Mycoplasma,Conforms,Pending,UNKNOWN,
ADG7596-TEST0,ADG7596,2026-01-27 08:20:43+00:00,PASS,Appearance,Conforms,Pending,UNKNOWN,
ADK1727-TEST4,ADK1727,2026-01-27 08:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-03T15:11:03.247Z
ADK1727-TEST1,ADK1727,2026-01-27 08:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-03T15:11:03.247Z
ACY4712-TEST1,ACY4712,2026-01-27 10:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-01T09:35:37.545Z
ACY4712-TEST4,ACY4712,2026-01-27 10:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-01T09:35:37.545Z
ACY4712-TEST0,ACY4712,2026-01-27 10:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-01T09:35:37.545Z
ACY4712-TEST2,ACY4712,2026-01-27 10:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-01T09:35:37.545Z
ACY4712-TEST3,ACY4712,2026-01-27 10:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-01T09:35:37.545Z
ADJ2556-TEST1,ADJ2556,2026-01-27 11:20:43+00:00,PASS,Mycoplasma,Conforms,Pending,UNKNOWN,
ADD5886-TEST0,ADD5886,2026-01-27 11:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-28T03:10:01.049Z
ADD5886-TEST1,ADD5886,2026-01-27 11:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-28T03:10:01.049Z
ADD5886-TEST2,ADD5886,2026-01-27 11:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-28T03:10:01.049Z
ADD5886-TEST3,ADD5886,2026-01-27 11:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-28T03:10:01.049Z
ADD5886-TEST4,ADD5886,2026-01-27 11:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-28T03:10:01.049Z
ADJ2556-TEST2,ADJ2556,2026-01-27 11:20:43+00:00,PASS,Sterility,Conforms,Pending,UNKNOWN,
ADJ2556-TEST4,ADJ2556,2026-01-27 11:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Pending,UNKNOWN,
ACY8520-TEST2,ACY8520,2026-01-27 11:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-01T08:05:36.136Z
ADJ2556-TEST3,ADJ2556,2026-01-27 11:20:43+00:00,PASS,Endotoxin,Conforms,Pending,UNKNOWN,
ACY8520-TEST4,ACY8520,2026-01-27 11:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-01T08:05:36.136Z
ACY8520-TEST1,ACY8520,2026-01-27 11:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-01T08:05:36.136Z
ACY8520-TEST0,ACY8520,2026-01-27 11:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-01T08:05:36.136Z
ADB3994-TEST4,ADB3994,2026-01-27 11:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-02T06:14:12.586Z
ADB3994-TEST3,ADB3994,2026-01-27 11:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-02T06:14:12.586Z
ADB3994-TEST2,ADB3994,2026-01-27 11:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-02T06:14:12.586Z
ADB3994-TEST1,ADB3994,2026-01-27 11:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-02T06:14:12.586Z
ADB3994-TEST0,ADB3994,2026-01-27 11:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-02T06:14:12.586Z
ACY8520-TEST3,ACY8520,2026-01-27 11:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-01T08:05:36.136Z
ADJ2556-TEST0,ADJ2556,2026-01-27 11:20:43+00:00,PASS,Appearance,Conforms,Pending,UNKNOWN,
ADD6654-TEST0,ADD6654,2026-01-27 12:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-28T02:34:06.459Z
ADD6654-TEST4,ADD6654,2026-01-27 12:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-28T02:34:06.459Z
ADD6654-TEST3,ADD6654,2026-01-27 12:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-28T02:34:06.459Z
ADD6654-TEST2,ADD6654,2026-01-27 12:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-28T02:34:06.459Z
ADD6654-TEST1,ADD6654,2026-01-27 12:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-28T02:34:06.459Z
ACY5219-TEST3,ACY5219,2026-01-27 13:20:43+00:00,PASS,Endotoxin,Conforms,Pending,UNKNOWN,
ACY5219-TEST0,ACY5219,2026-01-27 13:20:43+00:00,PASS,Appearance,Conforms,Pending,UNKNOWN,
ADD2373-TEST1,ADD2373,2026-01-27 13:20:43+00:00,PASS,Mycoplasma,Conforms,Approved,USER-251.0,2026-02-13T07:25:34.234Z
ADD2373-TEST2,ADD2373,2026-01-27 13:20:43+00:00,PASS,Sterility,Conforms,Approved,USER-251.0,2026-02-13T07:25:34.234Z
ADD2373-TEST3,ADD2373,2026-01-27 13:20:43+00:00,PASS,Endotoxin,Conforms,Approved,USER-251.0,2026-02-13T07:25:34.234Z
ADD2373-TEST4,ADD2373,2026-01-27 13:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Approved,USER-251.0,2026-02-13T07:25:34.234Z
ACY5219-TEST2,ACY5219,2026-01-27 13:20:43+00:00,PASS,Sterility,Conforms,Pending,UNKNOWN,
ACY5219-TEST1,ACY5219,2026-01-27 13:20:43+00:00,PASS,Mycoplasma,Conforms,Pending,UNKNOWN,
ACY5219-TEST4,ACY5219,2026-01-27 13:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Pending,UNKNOWN,
ADD2373-TEST0,ADD2373,2026-01-27 13:20:43+00:00,PASS,Appearance,Conforms,Approved,USER-251.0,2026-02-13T07:25:34.234Z
ADJ9411-TEST0,ADJ9411,2026-01-27 14:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-28T23:55:35.595Z
ADJ9411-TEST2,ADJ9411,2026-01-27 14:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-28T23:55:35.595Z
ADJ9411-TEST3,ADJ9411,2026-01-27 14:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-28T23:55:35.595Z
ADJ9411-TEST4,ADJ9411,2026-01-27 14:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-28T23:55:35.595Z
ADJ9411-TEST1,ADJ9411,2026-01-27 14:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-28T23:55:35.595Z
ACW4011-TEST2,ACW4011,2026-01-27 16:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-01T23:36:36.099Z
ACV2330-TEST2,ACV2330,2026-01-27 16:20:43+00:00,PASS,Sterility,Conforms,Approved,USER-251.0,2026-02-13T07:25:33.692Z
ACV2330-TEST1,ACV2330,2026-01-27 16:20:43+00:00,PASS,Mycoplasma,Conforms,Approved,USER-251.0,2026-02-13T07:25:33.692Z
