businessKey,batchId,ai_verification_time,ai_overall_status,testName,ai_meets_specification,hitl_qa_decision,hitl_reviewer_id,hitl_review_time
ACZ2937-TEST4,ACZ2937,2026-01-26 21:55:41+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-01T05:40:40.876Z
ACZ2937-TEST2,ACZ2937,2026-01-26 21:55:41+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-01T05:40:40.876Z
ACZ2937-TEST3,ACZ2937,2026-01-26 21:55:41+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-01T05:40:40.876Z
ADF3628-TEST0,ADF3628,2026-01-26 21:55:41+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-19T12:32:20.078Z
ADF3628-TEST1,ADF3628,2026-01-26 21:55:41+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-19T12:32:20.078Z
ADF3628-TEST2,ADF3628,2026-01-26 21:55:41+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-19T12:32:20.078Z
ACZ2937-TEST0,ACZ2937,2026-01-26 21:55:41+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-01T05:40:40.876Z
ACZ2937-TEST1,ACZ2937,2026-01-26 21:55:41+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-01T05:40:40.876Z
ADF3628-TEST3,ADF3628,2026-01-26 21:55:41+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-19T12:32:20.078Z
ADD5882-TEST2,ADD5882,2026-01-26 21:55:41+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-28T03:10:01.062Z
ADD5882-TEST3,ADD5882,2026-01-26 21:55:41+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-28T03:10:01.062Z
ACW4011-TEST0,ACW4011,2026-01-26 22:55:41+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-01T23:36:36.099Z
ADJ3051-TEST0,ADJ3051,2026-01-26 22:55:41+00:00,PASS,Appearance,Conforms,Pending,UNKNOWN,
ACW4011-TEST2,ACW4011,2026-01-26 22:55:41+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-01T23:36:36.099Z
ACW4011-TEST1,ACW4011,2026-01-26 22:55:41+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-01T23:36:36.099Z
ACW4011-TEST3,ACW4011,2026-01-26 22:55:41+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-01T23:36:36.099Z
ACW4011-TEST4,ACW4011,2026-01-26 22:55:41+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-01T23:36:36.099Z
ADJ3051-TEST2,ADJ3051,2026-01-26 22:55:41+00:00,PASS,Sterility,Conforms,Pending,UNKNOWN,
ADA2326-TEST0,ADA2326,2026-01-26 22:55:41+00:00,PASS,Appearance,Conforms,Pending,UNKNOWN,
ACY5219-TEST2,ACY5219,2026-01-26 22:55:41+00:00,PASS,Sterility,Conforms,Pending,UNKNOWN,
ACY5219-TEST3,ACY5219,2026-01-26 22:55:41+00:00,PASS,Endotoxin,Conforms,Pending,UNKNOWN,
ACY5219-TEST4,ACY5219,2026-01-26 22:55:41+00:00,PASS,Cell Viability Percentage,Conforms,Pending,UNKNOWN,
ADA2326-TEST3,ADA2326,2026-01-26 22:55:41+00:00,PASS,Endotoxin,Conforms,Pending,UNKNOWN,
ADJ3051-TEST4,ADJ3051,2026-01-26 22:55:41+00:00,PASS,Cell Viability Percentage,Conforms,Pending,UNKNOWN,
ADA2326-TEST2,ADA2326,2026-01-26 22:55:41+00:00,PASS,Sterility,Conforms,Pending,UNKNOWN,
ADA2326-TEST1,ADA2326,2026-01-26 22:55:41+00:00,PASS,Mycoplasma,Conforms,Pending,UNKNOWN,
ACY5219-TEST0,ACY5219,2026-01-26 22:55:41+00:00,PASS,Appearance,Conforms,Pending,UNKNOWN,
ACY5219-TEST1,ACY5219,2026-01-26 22:55:41+00:00,PASS,Mycoplasma,Conforms,Pending,UNKNOWN,
ADA2326-TEST4,ADA2326,2026-01-26 22:55:41+00:00,PASS,Cell Viability Percentage,Conforms,Pending,UNKNOWN,
ADJ3051-TEST3,ADJ3051,2026-01-26 22:55:41+00:00,PASS,Endotoxin,Conforms,Pending,UNKNOWN,
ADJ3051-TEST1,ADJ3051,2026-01-26 22:55:41+00:00,PASS,Mycoplasma,Conforms,Pending,UNKNOWN,
ADD4548-TEST1,ADD4548,2026-01-26 23:55:41+00:00,FAIL,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-28T04:05:34.954Z
ADD4548-TEST3,ADD4548,2026-01-26 23:55:41+00:00,FAIL,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-28T04:05:34.954Z
ADK4646-TEST0,ADK4646,2026-01-26 23:55:41+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-04T10:30:07.690Z
ADD4548-TEST4,ADD4548,2026-01-26 23:55:41+00:00,FAIL,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-28T04:05:34.954Z
ADK4646-TEST4,ADK4646,2026-01-26 23:55:41+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-04T10:30:07.690Z
ADD4548-TEST2,ADD4548,2026-01-26 23:55:41+00:00,FAIL,Sterility,Conforms,Reprocess,USER-251.0,2026-02-28T04:05:34.954Z
ADK4646-TEST3,ADK4646,2026-01-26 23:55:41+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-04T10:30:07.690Z
ADK4749-TEST4,ADK4749,2026-01-26 23:55:41+00:00,PASS,Cell Viability Percentage,Conforms,Approved,USER-251.0,2026-03-03T13:02:58.618Z
ADK4749-TEST0,ADK4749,2026-01-26 23:55:41+00:00,PASS,Appearance,Conforms,Approved,USER-251.0,2026-03-03T13:02:58.618Z
ADK4749-TEST1,ADK4749,2026-01-26 23:55:41+00:00,PASS,Mycoplasma,Conforms,Approved,USER-251.0,2026-03-03T13:02:58.618Z
ADK4749-TEST3,ADK4749,2026-01-26 23:55:41+00:00,PASS,Endotoxin,Conforms,Approved,USER-251.0,2026-03-03T13:02:58.618Z
ADK4646-TEST1,ADK4646,2026-01-26 23:55:41+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-04T10:30:07.690Z
ADK4646-TEST2,ADK4646,2026-01-26 23:55:41+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-04T10:30:07.690Z
ADD4548-TEST0,ADD4548,2026-01-26 23:55:41+00:00,FAIL,Appearance,Does Not Conform,Reprocess,USER-251.0,2026-02-28T04:05:34.954Z
ADK4749-TEST2,ADK4749,2026-01-26 23:55:41+00:00,PASS,Sterility,Conforms,Approved,USER-251.0,2026-03-03T13:02:58.618Z
ADD2190-TEST4,ADD2190,2026-01-27 00:55:41+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-13T07:39:59.611Z
ADB3175-TEST0,ADB3175,2026-01-27 00:55:41+00:00,PASS,Appearance,Conforms,Approved,USER-251.0,2026-02-13T08:08:19.545Z
ADB3175-TEST3,ADB3175,2026-01-27 00:55:41+00:00,PASS,Endotoxin,Conforms,Approved,USER-251.0,2026-02-13T08:08:19.545Z
ADB3175-TEST2,ADB3175,2026-01-27 00:55:41+00:00,PASS,Sterility,Conforms,Approved,USER-251.0,2026-02-13T08:08:19.545Z
ADD2190-TEST0,ADD2190,2026-01-27 00:55:41+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-13T07:39:59.611Z
ADD2190-TEST1,ADD2190,2026-01-27 00:55:41+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-13T07:39:59.611Z
ADD2190-TEST2,ADD2190,2026-01-27 00:55:41+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-13T07:39:59.611Z
ADB3175-TEST4,ADB3175,2026-01-27 00:55:41+00:00,PASS,Cell Viability Percentage,Conforms,Approved,USER-251.0,2026-02-13T08:08:19.545Z
ACS7514-TEST0,ACS7514,2026-01-27 00:55:41+00:00,PASS,Appearance,Conforms,Approved,USER-251.0,2026-02-13T07:35:12.884Z
ACS7514-TEST1,ACS7514,2026-01-27 00:55:41+00:00,PASS,Mycoplasma,Conforms,Approved,USER-251.0,2026-02-13T07:35:12.884Z
ACS7514-TEST2,ACS7514,2026-01-27 00:55:41+00:00,PASS,Sterility,Conforms,Approved,USER-251.0,2026-02-13T07:35:12.884Z
ACS7514-TEST3,ACS7514,2026-01-27 00:55:41+00:00,PASS,Endotoxin,Conforms,Approved,USER-251.0,2026-02-13T07:35:12.884Z
ACS7514-TEST4,ACS7514,2026-01-27 00:55:41+00:00,PASS,Cell Viability Percentage,Conforms,Approved,USER-251.0,2026-02-13T07:35:12.884Z
ADB3175-TEST1,ADB3175,2026-01-27 00:55:41+00:00,PASS,Mycoplasma,Conforms,Approved,USER-251.0,2026-02-13T08:08:19.545Z
ADD2190-TEST3,ADD2190,2026-01-27 00:55:41+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-13T07:39:59.611Z
ACY3769-TEST2,ACY3769,2026-01-27 01:55:41+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-01T11:08:43.955Z
ACY3769-TEST3,ACY3769,2026-01-27 01:55:41+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-01T11:08:43.955Z
ACY3769-TEST4,ACY3769,2026-01-27 01:55:41+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-01T11:08:43.955Z
ACY3769-TEST1,ACY3769,2026-01-27 01:55:41+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-01T11:08:43.955Z
ACY3769-TEST0,ACY3769,2026-01-27 01:55:41+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-01T11:08:43.955Z
ACU8400-TEST4,ACU8400,2026-01-27 01:55:41+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-27T11:18:01.911Z
ACU8400-TEST3,ACU8400,2026-01-27 01:55:41+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-27T11:18:01.911Z
ACU8400-TEST2,ACU8400,2026-01-27 01:55:41+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-27T11:18:01.911Z
ACU8400-TEST1,ACU8400,2026-01-27 01:55:41+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-27T11:18:01.911Z
ACU8400-TEST0,ACU8400,2026-01-27 01:55:41+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-27T11:18:01.911Z
ACX7994-TEST3,ACX7994,2026-01-27 02:55:41+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-01T14:35:45.191Z
ADJ6769-TEST3,ADJ6769,2026-01-27 02:55:41+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-19T12:42:26.762Z
ADJ6769-TEST4,ADJ6769,2026-01-27 02:55:41+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-19T12:42:26.762Z
ACW4199-TEST4,ACW4199,2026-01-27 02:55:41+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-01T23:05:04.695Z
ACX7994-TEST4,ACX7994,2026-01-27 02:55:41+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-01T14:35:45.191Z
ACW4199-TEST2,ACW4199,2026-01-27 02:55:41+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-01T23:05:04.695Z
ACW4199-TEST1,ACW4199,2026-01-27 02:55:41+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-01T23:05:04.695Z
ACZ9809-TEST2,ACZ9809,2026-01-27 02:55:41+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-01T00:38:48.702Z
ACZ9809-TEST4,ACZ9809,2026-01-27 02:55:41+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-01T00:38:48.702Z
ACZ9809-TEST3,ACZ9809,2026-01-27 02:55:41+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-01T00:38:48.702Z
