businessKey,batchId,ai_verification_time,ai_overall_status,testName,ai_meets_specification,hitl_qa_decision,hitl_reviewer_id,hitl_review_time
ACZ8944-TEST4,ACZ8944,2026-01-04 06:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-01T00:36:18.325Z
ACY6204-TEST4,ACY6204,2026-01-04 06:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-01-03T15:38:28.978Z
ACZ8944-TEST3,ACZ8944,2026-01-04 06:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-01T00:36:18.325Z
ACZ8944-TEST0,ACZ8944,2026-01-04 06:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-01T00:36:18.325Z
ACZ8944-TEST2,ACZ8944,2026-01-04 06:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-01T00:36:18.325Z
ACZ8944-TEST1,ACZ8944,2026-01-04 06:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-01T00:36:18.325Z
ACZ3854-TEST2,ACZ3854,2026-01-04 08:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-01T04:37:36.527Z
ADK2476-TEST4,ADK2476,2026-01-04 08:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-04T06:00:39.168Z
ADK2476-TEST3,ADK2476,2026-01-04 08:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-04T06:00:39.168Z
ADK2476-TEST2,ADK2476,2026-01-04 08:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-04T06:00:39.168Z
ADK2476-TEST1,ADK2476,2026-01-04 08:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-04T06:00:39.168Z
ACZ3854-TEST0,ACZ3854,2026-01-04 08:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-01T04:37:36.527Z
ADK2476-TEST0,ADK2476,2026-01-04 08:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-04T06:00:39.168Z
ACZ3854-TEST3,ACZ3854,2026-01-04 08:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-01T04:37:36.527Z
ADJ6440-TEST4,ADJ6440,2026-01-04 08:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-27T17:00:09.206Z
ADJ6440-TEST1,ADJ6440,2026-01-04 08:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-27T17:00:09.206Z
ADJ6440-TEST2,ADJ6440,2026-01-04 08:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-27T17:00:09.206Z
ADJ6440-TEST3,ADJ6440,2026-01-04 08:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-27T17:00:09.206Z
ACZ3854-TEST4,ACZ3854,2026-01-04 08:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-01T04:37:36.527Z
ADJ6440-TEST0,ADJ6440,2026-01-04 08:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-27T17:00:09.206Z
ACZ3854-TEST1,ACZ3854,2026-01-04 08:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-01T04:37:36.527Z
ADJ4354-TEST1,ADJ4354,2026-01-04 10:20:43+00:00,FAIL,Mycoplasma,Conforms,Pending,UNKNOWN,
ADJ4354-TEST2,ADJ4354,2026-01-04 10:20:43+00:00,FAIL,Sterility,Conforms,Pending,UNKNOWN,
ADJ4354-TEST4,ADJ4354,2026-01-04 10:20:43+00:00,FAIL,Cell Viability Percentage,Does Not Conform,Pending,UNKNOWN,
ADJ4354-TEST0,ADJ4354,2026-01-04 10:20:43+00:00,FAIL,Appearance,Does Not Conform,Pending,UNKNOWN,
ADJ4354-TEST3,ADJ4354,2026-01-04 10:20:43+00:00,FAIL,Endotoxin,Does Not Conform,Pending,UNKNOWN,
ADC6797-TEST1,ADC6797,2026-01-04 11:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-04T13:30:21.534Z
ADK2469-TEST4,ADK2469,2026-01-04 11:20:43+00:00,FAIL,Cell Viability Percentage,Does Not Conform,Reprocess,USER-251.0,2026-03-03T12:55:19.666Z
ADK2469-TEST3,ADK2469,2026-01-04 11:20:43+00:00,FAIL,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-03T12:55:19.666Z
ADK2469-TEST2,ADK2469,2026-01-04 11:20:43+00:00,FAIL,Sterility,Conforms,Reprocess,USER-251.0,2026-03-03T12:55:19.666Z
ADK2469-TEST1,ADK2469,2026-01-04 11:20:43+00:00,FAIL,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-03T12:55:19.666Z
ACY6548-TEST3,ACY6548,2026-01-04 11:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-01T09:10:31.721Z
ACY6548-TEST4,ACY6548,2026-01-04 11:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-01T09:10:31.721Z
ACY6548-TEST2,ACY6548,2026-01-04 11:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-01T09:10:31.721Z
ADC6797-TEST4,ADC6797,2026-01-04 11:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-04T13:30:21.534Z
ADC6797-TEST3,ADC6797,2026-01-04 11:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-04T13:30:21.534Z
ADC6797-TEST2,ADC6797,2026-01-04 11:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-04T13:30:21.534Z
ADC6797-TEST0,ADC6797,2026-01-04 11:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-04T13:30:21.534Z
ACY6548-TEST1,ACY6548,2026-01-04 11:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-01T09:10:31.721Z
ACY6548-TEST0,ACY6548,2026-01-04 11:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-01T09:10:31.721Z
ADK2469-TEST0,ADK2469,2026-01-04 11:20:43+00:00,FAIL,Appearance,Conforms,Reprocess,USER-251.0,2026-03-03T12:55:19.666Z
ADH9896-TEST0,ADH9896,2026-01-04 13:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-15T15:19:23.115Z
ADC4794-TEST0,ADC4794,2026-01-04 13:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-03T19:31:36.425Z
ADC4794-TEST1,ADC4794,2026-01-04 13:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-03T19:31:36.425Z
ADC4794-TEST3,ADC4794,2026-01-04 13:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-03T19:31:36.425Z
ADC4794-TEST4,ADC4794,2026-01-04 13:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-03T19:31:36.425Z
ADH9896-TEST2,ADH9896,2026-01-04 13:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-15T15:19:23.115Z
ADH9896-TEST3,ADH9896,2026-01-04 13:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-15T15:19:23.115Z
ADH9896-TEST4,ADH9896,2026-01-04 13:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-15T15:19:23.115Z
ADJ5922-TEST1,ADJ5922,2026-01-04 13:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-27T16:33:45.519Z
ADJ5922-TEST0,ADJ5922,2026-01-04 13:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-27T16:33:45.519Z
ADC4794-TEST2,ADC4794,2026-01-04 13:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-03T19:31:36.425Z
ADH9896-TEST1,ADH9896,2026-01-04 13:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-15T15:19:23.115Z
ADJ5922-TEST2,ADJ5922,2026-01-04 13:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-27T16:33:45.519Z
ADJ5922-TEST4,ADJ5922,2026-01-04 13:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-27T16:33:45.519Z
ADJ5922-TEST3,ADJ5922,2026-01-04 13:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-27T16:33:45.519Z
ADC2055-TEST4,ADC2055,2026-01-04 14:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-02T06:14:08.335Z
ADC2055-TEST3,ADC2055,2026-01-04 14:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-02T06:14:08.335Z
ADJ6406-TEST3,ADJ6406,2026-01-04 14:20:43+00:00,FAIL,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-03T22:00:19.527Z
ADJ6406-TEST2,ADJ6406,2026-01-04 14:20:43+00:00,FAIL,Sterility,Conforms,Reprocess,USER-251.0,2026-03-03T22:00:19.527Z
ADJ6406-TEST1,ADJ6406,2026-01-04 14:20:43+00:00,FAIL,Mycoplasma,Does Not Conform,Reprocess,USER-251.0,2026-03-03T22:00:19.527Z
ADJ6406-TEST0,ADJ6406,2026-01-04 14:20:43+00:00,FAIL,Appearance,Conforms,Reprocess,USER-251.0,2026-03-03T22:00:19.527Z
ADK1327-TEST0,ADK1327,2026-01-04 14:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-28T00:48:07.562Z
ADK1327-TEST1,ADK1327,2026-01-04 14:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-28T00:48:07.562Z
ADJ6406-TEST4,ADJ6406,2026-01-04 14:20:43+00:00,FAIL,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-03T22:00:19.527Z
ADK1327-TEST3,ADK1327,2026-01-04 14:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-28T00:48:07.562Z
ADK1327-TEST2,ADK1327,2026-01-04 14:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-28T00:48:07.562Z
ADC2055-TEST1,ADC2055,2026-01-04 14:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-02T06:14:08.335Z
ADC2055-TEST2,ADC2055,2026-01-04 14:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-02T06:14:08.335Z
ADK1327-TEST4,ADK1327,2026-01-04 14:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-28T00:48:07.562Z
ADC2055-TEST0,ADC2055,2026-01-04 14:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-02T06:14:08.335Z
ACN0232-TEST4,ACN0232,2026-01-04 15:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Approved,USER-251.0,2026-02-13T09:47:15.401Z
ACN0232-TEST0,ACN0232,2026-01-04 15:20:43+00:00,PASS,Appearance,Conforms,Approved,USER-251.0,2026-02-13T09:47:15.401Z
ACN0232-TEST1,ACN0232,2026-01-04 15:20:43+00:00,PASS,Mycoplasma,Conforms,Approved,USER-251.0,2026-02-13T09:47:15.401Z
ACN0232-TEST2,ACN0232,2026-01-04 15:20:43+00:00,PASS,Sterility,Conforms,Approved,USER-251.0,2026-02-13T09:47:15.401Z
ACN0232-TEST3,ACN0232,2026-01-04 15:20:43+00:00,PASS,Endotoxin,Conforms,Approved,USER-251.0,2026-02-13T09:47:15.401Z
ACY1008-TEST4,ACY1008,2026-01-04 16:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-18T13:42:59.919Z
ACY1008-TEST3,ACY1008,2026-01-04 16:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-18T13:42:59.919Z
ACY1008-TEST2,ACY1008,2026-01-04 16:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-18T13:42:59.919Z
ACY1008-TEST1,ACY1008,2026-01-04 16:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-18T13:42:59.919Z
ACY1008-TEST0,ACY1008,2026-01-04 16:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-18T13:42:59.919Z
ADJ8079-TEST4,ADJ8079,2026-01-04 17:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-27T16:00:08.384Z
ADJ8079-TEST3,ADJ8079,2026-01-04 17:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-27T16:00:08.384Z
ADJ8079-TEST2,ADJ8079,2026-01-04 17:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-27T16:00:08.384Z
ADJ8079-TEST1,ADJ8079,2026-01-04 17:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-27T16:00:08.384Z
ADJ8079-TEST0,ADJ8079,2026-01-04 17:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-27T16:00:08.384Z
ACU2811-TEST4,ACU2811,2026-01-04 18:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-13T07:16:16.180Z
ACU2811-TEST3,ACU2811,2026-01-04 18:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-13T07:16:16.180Z
ACU2811-TEST2,ACU2811,2026-01-04 18:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-13T07:16:16.180Z
ACU2811-TEST1,ACU2811,2026-01-04 18:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-13T07:16:16.180Z
ACU2811-TEST0,ACU2811,2026-01-04 18:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-13T07:16:16.180Z
ACZ3853-TEST1,ACZ3853,2026-01-04 21:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-01T05:10:50.076Z
ACZ3853-TEST0,ACZ3853,2026-01-04 21:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-01T05:10:50.076Z
ACZ3853-TEST4,ACZ3853,2026-01-04 21:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-01T05:10:50.076Z
ACZ3853-TEST3,ACZ3853,2026-01-04 21:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-01T05:10:50.076Z
ACZ3853-TEST2,ACZ3853,2026-01-04 21:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-01T05:10:50.076Z
ADA2339-TEST3,ADA2339,2026-01-04 21:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-02T13:31:18.225Z
ADA2339-TEST4,ADA2339,2026-01-04 21:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-02T13:31:18.225Z
ADA2339-TEST1,ADA2339,2026-01-04 21:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-02T13:31:18.225Z
ADA2339-TEST0,ADA2339,2026-01-04 21:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-02T13:31:18.225Z
ACZ9794-TEST4,ACZ9794,2026-01-04 21:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-01T01:07:42.507Z
ACZ9794-TEST3,ACZ9794,2026-01-04 21:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-01T01:07:42.507Z
ACZ9794-TEST2,ACZ9794,2026-01-04 21:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-01T01:07:42.507Z
ACZ9794-TEST1,ACZ9794,2026-01-04 21:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-01T01:07:42.507Z
ACZ9794-TEST0,ACZ9794,2026-01-04 21:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-01T01:07:42.507Z
ADA2339-TEST2,ADA2339,2026-01-04 21:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-02T13:31:18.225Z
ADB2473-TEST1,ADB2473,2026-01-04 22:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-28T18:36:05.249Z
ADB2473-TEST0,ADB2473,2026-01-04 22:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-02-28T18:36:05.249Z
ACV3208-TEST4,ACV3208,2026-01-04 22:20:43+00:00,FAIL,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-13T08:00:35.945Z
ACV3208-TEST2,ACV3208,2026-01-04 22:20:43+00:00,FAIL,Sterility,Does Not Conform,Reprocess,USER-251.0,2026-02-13T08:00:35.945Z
ACV3208-TEST1,ACV3208,2026-01-04 22:20:43+00:00,FAIL,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-13T08:00:35.945Z
ADB2473-TEST2,ADB2473,2026-01-04 22:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-02-28T18:36:05.249Z
ADB2473-TEST3,ADB2473,2026-01-04 22:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-02-28T18:36:05.249Z
ADB2473-TEST4,ADB2473,2026-01-04 22:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-02-28T18:36:05.249Z
ACV3208-TEST0,ACV3208,2026-01-04 22:20:43+00:00,FAIL,Appearance,Conforms,Reprocess,USER-251.0,2026-02-13T08:00:35.945Z
ACV3208-TEST3,ACV3208,2026-01-04 22:20:43+00:00,FAIL,Endotoxin,Does Not Conform,Reprocess,USER-251.0,2026-02-13T08:00:35.945Z
ACY8771-TEST3,ACY8771,2026-01-04 22:20:43+00:00,PASS,Endotoxin,Conforms,Reprocess,USER-251.0,2026-03-01T07:35:05.447Z
ACY8771-TEST4,ACY8771,2026-01-04 22:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-01T07:35:05.447Z
ACY8771-TEST1,ACY8771,2026-01-04 22:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-03-01T07:35:05.447Z
ACY8771-TEST0,ACY8771,2026-01-04 22:20:43+00:00,PASS,Appearance,Conforms,Reprocess,USER-251.0,2026-03-01T07:35:05.447Z
ACY8771-TEST2,ACY8771,2026-01-04 22:20:43+00:00,PASS,Sterility,Conforms,Reprocess,USER-251.0,2026-03-01T07:35:05.447Z
ADJ6467-TEST4,ADJ6467,2026-01-04 23:20:43+00:00,PASS,Cell Viability Percentage,Conforms,Reprocess,USER-251.0,2026-03-02T06:48:49.143Z
ADA3791-TEST1,ADA3791,2026-01-04 23:20:43+00:00,PASS,Mycoplasma,Conforms,Reprocess,USER-251.0,2026-02-28T22:14:24.878Z
